ProductID,ProductName,Category,UnitCost,TargetQty,ActualQty,QualityScore,Status,ExtraColumn
PRO0294,Madeline Hanna,Chemicals,9795.84,20,66,45859.63,Bar,EXTRA_DATA
PRO0295,  David Morton  ,Electronics,41471.47,168,7,9276.61,Everyone,EXTRA_DATA
PRO0296,Shane Cooper,Food,17759.12,280,69,12740.97,College,EXTRA_DATA
PRO0297,John Anthony,Automotive Parts,23346.26,177,240,40286.88,Arrive,EXTRA_DATA
PRO0298,  Aaron Jackson  ,Food,13903.32,296,120,18979.51,Good,EXTRA_DATA
PRO0299,Yvette James,Electronics,15205.11,94,92,36268.97,Some,EXTRA_DATA
PRO0300,  Gina Waters  ,textiles,12167.93,299,253,23671.73,Activity,EXTRA_DATA
PRO0301,Matthew Richardson,Chemicals,1780.8,182,-1,,Professor,EXTRA_DATA
PRO0302,Erica Flynn,Food,48471.33,289,233,12046.11,Carry,EXTRA_DATA
PRO0303,Alyssa Stein,Chemicals,47906.89,88,140,48086.93,Per,EXTRA_DATA
PRO0304,Vanessa Roberts,Textiles,19412.52,154,6,43577.14,Present,EXTRA_DATA
INVALID_84,Jared Clark,Electronics,16904.76,67,241,46510.34,Way,EXTRA_DATA
PRO0306,  Nicholas Sanders  ,Automotive Parts,,190,-1,10017.9,Check,EXTRA_DATA
PRO0307,Jamie Bowman,Textiles,7385.03,272,226,7680.38,Year,EXTRA_DATA
PRO0308,  Michelle Wilson  ,Chemicals,31251.64,78,220,11553.97,Cultural,EXTRA_DATA
INVALID_36,Andrew Hawkins,Automotive Parts,4689.31,39,29,24780.09,Type,EXTRA_DATA
PRO0310,  Bryan Bailey  ,Textiles,-2406.14,281,78,46771.91,Majority,EXTRA_DATA
PRO0311,Anna Meyers,Chemicals,7598.45,180,75,40596.81,Business,EXTRA_DATA
INVALID_6,Victoria Weber,Food,49923.33,84,290,6086.23,Thus,EXTRA_DATA
PRO0313,Veronica Brown,FOOD,24721.81,92,12,7540.17,Main,EXTRA_DATA
PRO0314,Robert Simpson,Chemicals,12481.03,38,162,,Note,EXTRA_DATA
PRO0315,Melanie Nguyen,automotive parts,7266.13,166,290,49979.36,As,EXTRA_DATA
PRO0316,Kendra Vasquez,Chemicals,38826.04,133,95,428.07,Beat,EXTRA_DATA
PRO0317,Evelyn Hernandez,Electronics,31591.11,125,11,,Inside,EXTRA_DATA
PRO0318,  James Warren  ,Chemicals,36804.37,239,264,23070.85,A,EXTRA_DATA
PRO0319,Angela Black,Automotive Parts,32981.33,263,174,23516.75,Smile,EXTRA_DATA
PRO0320,Melissa Mcbride,Food,49549.9,283,125,3637.58,Manage,EXTRA_DATA
PRO0321,Patricia Alexander,Textiles,39723.12,21,166,23963.46,Instead,EXTRA_DATA
PRO0322,Zachary Macias,Food,30317.37,76,66,49374.22,Fly,EXTRA_DATA
PRO0323,Laura Blevins,Textiles,30575.05,261,54,23983.66,Character,EXTRA_DATA
PRO0324,  Angela Martin  ,Automotive Parts,36198.73,220,56,10928.98,Clearly,EXTRA_DATA
PRO0325,Melissa Reed,Textiles,23594.27,85,9,6308.74,Wonder,EXTRA_DATA
PRO0326,Karen Johnson,Electronics,40709.46,150,205,-2003.04,Chair,EXTRA_DATA
PRO0327,Meagan Jones,Automotive Parts,2988.97,153,79,32153.93,Tree,EXTRA_DATA
PRO0328,Tina Barker,Chemicals,19460.4,26,35,49142.76,Congress,EXTRA_DATA
PRO0277,Tammy Ho,Food,9990.75,179,242,21720.75,Tend,EXTRA_DATA
PRO0330,Darrell Walsh,automotive parts,4766.16,87,45,39708.86,Late,EXTRA_DATA
PRO0331,Scott Rogers,Chemicals,43010.07,48,102,20777.44,Care,EXTRA_DATA
PRO0332,Erin Castro,Electronics,46149.39,73,212,26040.68,Increase,EXTRA_DATA
PRO0333,James Wong,FOOD,-263.15,214,31,14704.37,Computer,EXTRA_DATA
PRO0334,  Carly Fuentes  ,Chemicals,28994.91,160,251,1643.05,Sell,EXTRA_DATA
PRO0335,  Diane Norman  ,Electronics,17252.06,159,153,16838.38,Body,EXTRA_DATA
PRO0336,Randall Wilson,Food,40383.03,225,299,26851.61,Kind,EXTRA_DATA
PRO0337,Jamie Chambers,Textiles,13609.75,281,195,35659.26,Wear,EXTRA_DATA
PRO0338,  Joyce Mitchell  ,Textiles,,163,36,9511.19,Letter,EXTRA_DATA
PRO0339,Tammy Warner,Automotive Parts,2915.09,82,38,35134.68,Still,EXTRA_DATA
PRO0340,Paul King,Automotive Parts,27981.66,285,235,13727.95,Debate,EXTRA_DATA
PRO0341,Desiree Reese,Chemicals,48036.41,64,180,17292.41,School,EXTRA_DATA
PRO0342,  Jack Fuller  ,Textiles,46968.44,77,235,35489.5,Door,EXTRA_DATA
PRO0343,Seth Ramos,Electronics,39019.55,182,74,18917.69,Kid,EXTRA_DATA
PRO0344,Adrienne Clark,Electronics,32803.21,18,267,1925.62,Serve,EXTRA_DATA
PRO0345,Steven Hoover,Textiles,42360.24,119,7,396.55,Yet,EXTRA_DATA
PRO0346,Ian Jones,Automotive Parts,33818.89,55,223,15657.56,Foreign,EXTRA_DATA
PRO0347,Matthew Steele,Electronics,6547.18,146,199,24663.53,Body,EXTRA_DATA
PRO0348,Danielle Davis,Electronics,27071.78,7,71,4436.15,Sister,EXTRA_DATA
PRO0349,Jacob Garcia,Automotive Parts,25831.97,132,213,14973.64,Point,EXTRA_DATA
PRO0224,  Carl Parker  ,Automotive Parts,24658.66,263,159,42956.23,Sense,EXTRA_DATA
PRO0351,Jeff Murray,Electronics,2924.71,51,192,15578.27,Use,EXTRA_DATA
PRO0352,Christopher Bradford,Food,42426.76,211,79,20853.2,Make,EXTRA_DATA
PRO0353,Michael Barnett,Electronics,39793.47,41,206,49531.24,Face,EXTRA_DATA
PRO0354,Danielle Fuller,Automotive Parts,13675.23,9999,177,30271.36,Former,EXTRA_DATA
PRO0355,Ashley Parker,Chemicals,6353.92,148,154,3734.34,This,EXTRA_DATA
PRO0356,Mark Stevens,Automotive Parts,28327.21,110,134,23057.91,Carry,EXTRA_DATA
PRO0100,Tamara Byrd,Automotive Parts,20395.52,189,77,-4933.83,Floor,EXTRA_DATA
PRO0358,Melissa Skinner,Automotive Parts,26598.16,34,45,26078.57,Population,EXTRA_DATA
PRO0359,Jason Martinez,Chemicals,46432.74,263,9999,14864.8,Center,EXTRA_DATA
PRO0360,Karina Bell,automotive parts,4938.71,260,273,38801.08,Exactly,EXTRA_DATA
PRO0361,  Natalie Klein  ,Automotive Parts,4975.22,102,124,48062.8,Coach,EXTRA_DATA
PRO0362,Helen Rogers,Chemicals,21601.72,195,69,27518.2,Get,EXTRA_DATA
PRO0363,Taylor Griffin,Automotive Parts,42451.05,298,7,30872.87,Field,EXTRA_DATA
PRO0364,Bonnie Scott,Textiles,,116,285,15843.73,Both,EXTRA_DATA
PRO0365,Shannon Case,Textiles,32040.22,213,178,7565.3,Sea,EXTRA_DATA
PRO0366,Barbara Oconnor,Electronics,18544.99,122,37,11733.14,More,EXTRA_DATA
PRO0367,Mathew Cruz,Electronics,39465.75,74,211,5796.96,Social,EXTRA_DATA
PRO0232,Jessica Simmons,Automotive Parts,9042.8,33,226,46704.71,Similar,EXTRA_DATA
PRO0369,Ryan Davis,Electronics,-996.03,234,28,25902.1,Involve,EXTRA_DATA
PRO0370,  Karen Barnes  ,Electronics,13164.42,233,123,,Others,EXTRA_DATA
PRO0371,Alex Allen,Automotive Parts,27155.0,207,20,11294.53,Sell,EXTRA_DATA
PRO0372,Andre Scott,Textiles,41980.17,169,97,24137.82,Spend,EXTRA_DATA
PRO0373,  Kathleen Villegas  ,Electronics,36829.91,72,6,31189.01,Attack,EXTRA_DATA
PRO0374,Daniel Torres,Chemicals,21226.32,239,125,19284.73,Professional,EXTRA_DATA
PRO0375,Veronica Blackwell,Chemicals,45426.35,9999,232,18950.22,Around,EXTRA_DATA
PRO0376,Richard Harris,Electronics,30513.37,165,212,14648.71,Happen,EXTRA_DATA
PRO0377,Jeffrey Carey,Electronics,13709.26,153,247,0,Grow,EXTRA_DATA
INVALID_28,Benjamin Stevens,Chemicals,8996.9,93,176,35503.29,Smile,EXTRA_DATA
PRO0379,David Williamson,Automotive Parts,2402.2,9,133,42954.89,Win,EXTRA_DATA
PRO0380,Joy Cruz,Textiles,4955.3,194,48,10882.9,Operation,EXTRA_DATA
PRO0381,Jessica Ross,Textiles,22768.23,129,228,773.03,Also,EXTRA_DATA
PRO0382,Julie Warren,Electronics,46388.44,137,33,,Relate,EXTRA_DATA
PRO0121,  Michael Little  ,Chemicals,22775.09,76,155,20778.3,Recently,EXTRA_DATA
PRO0384,Timothy Cowan,Textiles,27990.63,178,268,7315.8,I,EXTRA_DATA
INVALID_82,Kevin Arroyo,Textiles,18293.05,4,33,5460.82,Put,EXTRA_DATA
PRO0386,Robin Cruz,Food,7349.17,188,266,6785.44,Beat,EXTRA_DATA
PRO0387,Eric Craig,Automotive Parts,19944.84,176,38,11382.37,Serious,EXTRA_DATA
PRO0388,Teresa Howard,TEXTILES,43966.98,77,0,33132.95,Rise,EXTRA_DATA
PRO0389,Natalie Stark,Food,40560.86,262,31,30661.5,Audience,EXTRA_DATA
PRO0390,Thomas Lee,Chemicals,16829.93,203,9999,40395.59,Indeed,EXTRA_DATA
PRO0391,Douglas Rangel,Food,12228.66,144,11,20197.08,Because,EXTRA_DATA
PRO0392,David Carpenter,Automotive Parts,7821.52,194,72,19068.4,Cover,EXTRA_DATA
PRO0393,Aaron Byrd,Electronics,16345.83,81,75,40115.4,Their,EXTRA_DATA
PRO0394,Kevin Rodriguez,Automotive Parts,35106.18,173,249,39126.28,Total,EXTRA_DATA
PRO0395,Abigail Hall,Automotive Parts,4694.28,154,-1,1265.89,Party,EXTRA_DATA
PRO0396,  Trevor Wood  ,Electronics,6064.08,128,35,1436.7,Practice,EXTRA_DATA
PRO0397,Max Brooks,Chemicals,5159.31,37,138,21190.73,Different,EXTRA_DATA
PRO0398,Lauren Ayala,Automotive Parts,-2885.51,167,193,39414.33,Case,EXTRA_DATA
PRO0399,Zachary Mccarthy,Textiles,44208.94,251,176,4429.4,Future,EXTRA_DATA
PRO0400,Susan Spencer,Automotive Parts,42280.02,257,263,30946.98,Consider,EXTRA_DATA
PRO0401,Zachary Dean,Automotive Parts,32526.1,111,122,46460.11,Full,EXTRA_DATA
PRO0402,Linda Boone,Food,,41,27,47921.45,Why,EXTRA_DATA
INVALID_71,Tammy Mitchell,Food,23794.61,55,159,6546.78,Support,EXTRA_DATA
PRO0404,Natalie Fleming,Food,40337.41,-1,254,26226.49,Human,EXTRA_DATA
PRO0405,Tammy Campbell,Textiles,30213.61,280,278,43743.55,Year,EXTRA_DATA
PRO0406,Christine Lang,Automotive Parts,-4820.68,141,195,9919.81,Upon,EXTRA_DATA
PRO0407,Susan Smith,Chemicals,12209.5,9999,47,47145.66,North,EXTRA_DATA
PRO0408,Travis Cruz,Automotive parts,38031.99,219,264,32406.75,Least,EXTRA_DATA
PRO0409,Joyce Jones,Automotive Parts,42987.78,9999,116,,Piece,EXTRA_DATA
PRO0410,Bradley Gibson,Electronics,22626.42,299,73,47888.3,Themselves,EXTRA_DATA
PRO0411,  Catherine Johnson  ,Textiles,0,191,270,,Grow,EXTRA_DATA
PRO0412,Deanna Ramos,Electronics,28813.18,78,96,17705.47,Require,EXTRA_DATA
INVALID_88,Scott Caldwell,Chemicals,24603.75,300,107,43418.69,End,EXTRA_DATA
PRO0414,Renee Baker,Chemicals,38967.74,7,190,14788.46,Modern,EXTRA_DATA
PRO0415,Rodney Bates,Chemicals,8306.87,243,171,27731.31,Develop,EXTRA_DATA
INVALID_33,Amy Gallagher,Electronics,3551.58,259,56,46094.53,Central,EXTRA_DATA
PRO0417,Christopher Carson,Food,39543.48,72,278,27972.34,Easy,EXTRA_DATA
PRO0418,Amy Davis,Electronics,8268.5,230,33,24813.75,From,EXTRA_DATA
PRO0419,Allison Hawkins,Food,15878.1,12,157,9547.24,Establish,EXTRA_DATA
PRO0420,Patricia Cook,Electronics,11085.84,39,9999,15762.36,Read,EXTRA_DATA
PRO0421,Joseph Boyd,Electronics,8889.39,119,245,11424.45,Once,EXTRA_DATA
PRO0422,Lance Wilkerson,Textiles,13337.76,276,103,100.72,Science,EXTRA_DATA
PRO0423,Ronald Navarro,Electronics,37311.5,134,177,6521.0,Opportunity,EXTRA_DATA
PRO0424,Lisa Harrell,Automotive Parts,-3661.04,40,9999,Ten Thousand,Certainly,EXTRA_DATA
PRO0425,  Michelle Tanner  ,Electronics,42819.54,122,142,9233.72,Arrive,EXTRA_DATA
PRO0426,Melissa Lawrence,Food,34273.74,257,132,45546.94,Coach,EXTRA_DATA
PRO0427,Jodi Walker,textiles,14524.31,126,53,Twenty Five Thousand,Teach,EXTRA_DATA
PRO0428,Michael Clark,Textiles,32189.93,116,69,21319.23,Onto,EXTRA_DATA
PRO0429,Aaron Rice,Electronics,Ten Thousand,112,160,26250.99,Painting,EXTRA_DATA
PRO0430,Tracie Smith,Chemicals,,216,250,12916.14,Machine,EXTRA_DATA
PRO0431,Daniel Vang,Chemicals,12649.91,103,52,Twenty Five Thousand,Improve,EXTRA_DATA
PRO0432,James Jackson,Chemicals,40820.03,36,-1,16816.79,Early,EXTRA_DATA
PRO0433,Rachel Collins,Food,42595.14,159,19,36096.72,Today,EXTRA_DATA
PRO0434,Lindsey Mcdonald,food,0,241,209,5544.41,Glass,EXTRA_DATA
PRO0435,Rebecca Frey,Electronics,21117.4,272,195,4944.99,Way,EXTRA_DATA
PRO0436,Jason Castillo,Chemicals,36578.74,188,253,49891.69,Ball,EXTRA_DATA
PRO0437,Susan Conway,Automotive Parts,2180.81,74,9999,4565.26,Most,EXTRA_DATA
PRO0406,Ian Jones,Food,,149,175,17300.09,Offer,EXTRA_DATA
PRO0439,Melissa Barnes,Automotive Parts,25881.12,54,183,28146.15,Defense,EXTRA_DATA
PRO0440,Kevin Pope,Electronics,17341.15,242,91,38384.48,Order,EXTRA_DATA
PRO0441,Julian Watkins,Textiles,47957.34,5,296,48788.12,Single,EXTRA_DATA
INVALID_22,Joseph Johnson,Electronics,44572.9,34,0,43932.69,Three,EXTRA_DATA
PRO0238,Linda Mullins,Automotive Parts,30957.51,279,248,11023.82,Player,EXTRA_DATA
PRO0444,Ricardo Perez,Automotive Parts,35854.99,268,225,23078.11,Explain,EXTRA_DATA
PRO0445,Brenda Miller,Automotive Parts,34925.3,22,18,,Institution,EXTRA_DATA
PRO0446,Karen Taylor,Chemicals,9925.13,284,239,19306.24,Media,EXTRA_DATA
PRO0447,  Bernard Leblanc  ,Chemicals,-3614.18,164,120,18150.04,Task,EXTRA_DATA
PRO0448,  Amy Smith  ,Chemicals,26360.75,63,122,18610.67,Box,EXTRA_DATA
PRO0449,Lisa Craig,Chemicals,,80,113,7051.76,Plant,EXTRA_DATA
PRO0450,  Lindsay Mckinney  ,Food,21128.57,269,73,3906.29,Look,EXTRA_DATA
PRO0451,Sarah Adams,Electronics,25762.13,199,218,4076.35,Over,EXTRA_DATA
INVALID_99,Nicole Jensen,Electronics,-2449.75,42,216,45465.84,Deal,EXTRA_DATA
PRO0453,  Andrew Stark  ,Electronics,48438.05,188,147,386.47,Career,EXTRA_DATA
PRO0454,Nathaniel Johnson,Food,16891.47,89,49,38359.76,Around,EXTRA_DATA
PRO0455,Emily Hale,Food,16628.79,262,106,49095.7,Place,EXTRA_DATA
PRO0456,Sheila Hicks,Automotive parts,23729.25,233,218,29863.91,Need,EXTRA_DATA
PRO0457,Michael Jensen,Automotive Parts,11302.79,89,160,46799.7,Something,EXTRA_DATA
PRO0458,Jeffrey Johnson,Textiles,14410.86,9999,164,2267.07,Cultural,EXTRA_DATA
PRO0459,Clinton Garcia,TEXTILES,2356.69,127,199,46000.03,What,EXTRA_DATA
PRO0460,James Salazar,Automotive Parts,,71,221,37040.2,Everyone,EXTRA_DATA
PRO0461,  Marie Robbins  ,Electronics,30900.9,153,150,39352.15,Property,EXTRA_DATA
PRO0462,Timothy Clarke,Automotive Parts,Five Hundred,221,300,6517.53,Remain,EXTRA_DATA
PRO0463,Dawn Miller,Automotive Parts,30530.12,134,70,-1434.24,Subject,EXTRA_DATA
PRO0464,  Andrea Solis  ,ELECTRONICS,1537.6,67,206,41211.44,Project,EXTRA_DATA
INVALID_10,David Hill,Chemicals,Twenty Five Thousand,90,183,41013.12,Treatment,EXTRA_DATA
PRO0466,William Sanders,Automotive Parts,4978.07,244,148,29381.17,Scientist,EXTRA_DATA
PRO0467,Lindsay Johnson,Electronics,33736.0,118,33,38801.43,Out,EXTRA_DATA
PRO0468,  Bradley Adams  ,Textiles,44519.06,21,182,24595.58,Test,EXTRA_DATA
PRO0469,Donna Brown,Chemicals,21889.83,154,190,7084.71,Candidate,EXTRA_DATA
PRO0470,Patrick Monroe,Food,38229.15,161,9999,15084.48,Exist,EXTRA_DATA
PRO0471,Christopher Patton,Automotive Parts,-3731.72,156,214,18952.39,White,EXTRA_DATA
PRO0472,Natasha Moore,Automotive Parts,21877.34,27,256,24716.78,Right,EXTRA_DATA
PRO0473,Dennis Lindsey,Chemicals,0,57,11,3698.5,Pay,EXTRA_DATA
PRO0474,  Allison Colon  ,Electronics,12219.55,210,243,35857.33,Report,EXTRA_DATA
PRO0475,Nathan Salazar,Food,40168.34,89,249,43092.35,Theory,EXTRA_DATA
PRO0476,Courtney Alexander,Electronics,41348.95,155,169,7487.43,Weight,EXTRA_DATA
PRO0477,Cameron Powers,Chemicals,-2295.53,132,207,9386.9,Step,EXTRA_DATA
PRO0478,Victoria Williams,Chemicals,4304.88,206,87,,Far,EXTRA_DATA
PRO0479,Timothy Pierce,Food,34789.95,61,10,32282.02,Glass,EXTRA_DATA
PRO0480,Justin Johnson,Food,28783.66,110,15,9794.45,Idea,EXTRA_DATA
PRO0481,Jeanette Vargas,electronics,3565.9,57,105,39330.61,Event,EXTRA_DATA
PRO0482,Carrie Hensley,Textiles,Twenty Five Thousand,278,209,4917.18,Pressure,EXTRA_DATA
PRO0483,Rhonda Washington,food,19847.71,201,76,43346.65,Talk,EXTRA_DATA
PRO0484,Brett Manning,Electronics,12843.52,165,-1,27752.24,Attack,EXTRA_DATA
PRO0485,Brandon Wade,Textiles,4717.8,2,145,39989.92,Just,EXTRA_DATA
PRO0486,Amanda Anderson,Textiles,46423.88,179,4,32755.91,Dark,EXTRA_DATA
PRO0487,Kelsey Reynolds,Automotive Parts,13296.04,139,290,31965.01,Though,EXTRA_DATA
PRO0488,Lisa Nelson,Automotive Parts,29824.83,21,265,39762.33,Local,EXTRA_DATA
PRO0489,Veronica Mcgee,Textiles,17392.08,167,207,33089.71,As,EXTRA_DATA
PRO0490,Javier Knight,Food,11967.08,94,271,23397.73,Single,EXTRA_DATA
PRO0491,Tyler Edwards,Textiles,47392.76,107,273,22965.04,Various,EXTRA_DATA
PRO0492,Mary Jackson,Food,24654.0,283,135,-4242.62,Take,EXTRA_DATA
PRO0493,Joshua Owens,Food,24187.99,285,209,26785.02,Consumer,EXTRA_DATA
PRO0494,Jessica Montoya,Chemicals,42049.07,36,89,45966.71,Environment,EXTRA_DATA
PRO0495,  Samuel Miller  ,Electronics,40987.94,195,12,38237.29,Information,EXTRA_DATA
PRO0496,David Shaffer,Automotive Parts,,97,-1,47425.63,Participant,EXTRA_DATA
PRO0497,Mark Hernandez,Chemicals,38378.12,241,229,,On,EXTRA_DATA
PRO0498,Joseph Robinson,Chemicals,14343.96,226,18,607.93,Property,EXTRA_DATA
PRO0499,Larry Carson,Electronics,14266.47,5,283,44638.03,Sometimes,EXTRA_DATA
PRO0500,Steven Nicholson,Chemicals,40657.88,257,230,31895.15,Support,EXTRA_DATA
PRO0501,Eddie White,TEXTILES,48438.08,180,294,46891.96,Speak,EXTRA_DATA
PRO0502,Joshua Grant,Electronics,16868.0,35,139,-4199.34,Travel,EXTRA_DATA
PRO0503,Bailey Bryant,Automotive Parts,3844.59,242,204,34269.59,Enjoy,EXTRA_DATA
INVALID_99,Tonya Butler,Food,0,154,83,,Guy,EXTRA_DATA
PRO0505,Darlene Rodriguez,Food,28453.39,131,233,6859.89,Note,EXTRA_DATA
PRO0506,Jessica Mitchell,Textiles,25781.29,247,119,44092.14,Bad,EXTRA_DATA
PRO0507,Julia Craig,Electronics,33140.04,104,132,16353.78,Pretty,EXTRA_DATA
PRO0508,Luis Brewer,Textiles,-2840.0,18,129,39330.11,Let,EXTRA_DATA
PRO0509,Dana Johnson,Automotive Parts,20513.1,80,121,22739.84,Allow,EXTRA_DATA
PRO0510,Alexandra Robinson,Food,42692.79,2,239,35575.75,Policy,EXTRA_DATA
PRO0511,Jeffrey Yang,Automotive Parts,42148.25,92,159,35796.51,Blood,EXTRA_DATA
PRO0512,Danielle Williams,Chemicals,27619.39,-1,191,17924.21,Goal,EXTRA_DATA
INVALID_11,Marcus Clark,Automotive Parts,21503.34,128,220,0,Sense,EXTRA_DATA
INVALID_84,Courtney Fuller,Automotive Parts,8778.56,176,-1,25511.87,Turn,EXTRA_DATA
PRO0515,Nathan Reed,Electronics,16479.65,15,157,14273.67,Popular,EXTRA_DATA
PRO0516,Deborah Gutierrez,Automotive Parts,29085.57,61,134,43539.85,Home,EXTRA_DATA
PRO0517,Zachary Brandt,Chemicals,2133.74,134,152,15039.64,Back,EXTRA_DATA
PRO0518,Melissa Stewart,Electronics,7535.92,254,102,14705.31,Type,EXTRA_DATA
PRO0519,Julia Reilly,Chemicals,38766.7,99,55,21049.43,Try,EXTRA_DATA
PRO0520,Mary Moore,Food,-4459.99,78,294,4863.2,Analysis,EXTRA_DATA
PRO0521,Emma Torres,TEXTILES,Five Hundred,40,243,16079.81,Respond,EXTRA_DATA
PRO0522,  Jennifer Morrison  ,Chemicals,18514.27,185,11,14193.53,Assume,EXTRA_DATA
PRO0523,Bethany Jones,electronics,45342.97,274,199,10256.29,Improve,EXTRA_DATA
PRO0524,  Mary Reynolds  ,Food,43839.17,70,293,31767.8,Safe,EXTRA_DATA
PRO0525,Michaela Martinez,Food,28341.93,216,31,47619.47,Table,EXTRA_DATA
PRO0526,Logan Wilkinson,Textiles,8018.02,210,255,11572.93,Which,EXTRA_DATA
PRO0527,Candice Miller,Automotive Parts,39259.8,177,288,42782.02,Wide,EXTRA_DATA
PRO0528,James Gilmore,Food,32062.17,180,92,38921.33,Represent,EXTRA_DATA
PRO0529,Michael Costa,Textiles,25450.06,133,282,6951.94,Young,EXTRA_DATA
PRO0530,  David James  ,Food,0,46,7,8628.7,Side,EXTRA_DATA
PRO0531,Steven Garcia,Textiles,-3149.72,168,208,45581.46,Name,EXTRA_DATA
PRO0532,Michael Wallace,Electronics,30098.32,82,11,,With,EXTRA_DATA
PRO0533,Chelsea Simpson,Food,Twenty Five Thousand,23,235,22777.6,Many,EXTRA_DATA
PRO0534,Christopher Yates,Chemicals,27506.94,244,101,38889.04,Order,EXTRA_DATA
PRO0535,Christopher Whitehead,Textiles,36254.99,84,287,12899.6,Factor,EXTRA_DATA
PRO0536,William Williams,Textiles,10887.82,147,292,46963.38,Expert,EXTRA_DATA
PRO0537,Shelby Smith,AUTOMOTIVE PARTS,28570.54,80,63,0,Trouble,EXTRA_DATA
PRO0538,Heather Payne,Electronics,9035.28,274,135,18251.62,Hair,EXTRA_DATA
PRO0539,David Crane,Automotive Parts,35374.13,136,228,26399.17,Thing,EXTRA_DATA
PRO0540,Amanda Tucker,Electronics,38271.78,28,212,0,Window,EXTRA_DATA
PRO0541,Linda Ball,Food,10403.27,9999,271,41534.77,Decision,EXTRA_DATA
PRO0542,  Kenneth Mathis  ,Chemicals,37632.08,149,186,Twenty Five Thousand,Relationship,EXTRA_DATA
PRO0543,Blake Andersen,Automotive Parts,14277.78,197,140,1527.0,Need,EXTRA_DATA
PRO0544,Amanda Rosales,Food,3094.39,182,80,42041.94,Suffer,EXTRA_DATA
PRO0545,Anita Bond,Food,21573.29,259,125,18843.45,Morning,EXTRA_DATA
PRO0546,Wendy Young,Electronics,48092.74,94,70,3341.33,System,EXTRA_DATA
PRO0547,Erika Marsh,Chemicals,32838.1,223,174,32109.01,Once,EXTRA_DATA
PRO0548,Samuel Johnston,Chemicals,31931.87,299,285,8523.67,Machine,EXTRA_DATA
PRO0549,  Jill Daniels  ,Chemicals,48948.7,44,198,6503.69,Finally,EXTRA_DATA
PRO0550,Carrie Baker,Automotive Parts,37666.76,51,200,44003.49,Pass,EXTRA_DATA
PRO0551,David Stevens,Automotive Parts,22775.59,44,206,17944.15,Often,EXTRA_DATA
PRO0552,Teresa Coleman,Automotive Parts,23365.54,195,209,Twenty Five Thousand,Under,EXTRA_DATA
PRO0553,Michelle Dean,Textiles,4148.85,13,291,8401.56,Job,EXTRA_DATA
PRO0554,Michael Johnston,Food,14919.79,277,59,27040.64,Practice,EXTRA_DATA
PRO0555,Nathaniel Drake,Food,18049.81,60,159,,Smile,EXTRA_DATA
PRO0556,Heather Robertson,Food,48680.12,10,164,11409.05,Computer,EXTRA_DATA
PRO0557,Courtney Faulkner,Chemicals,47367.84,186,175,45838.4,Trouble,EXTRA_DATA
PRO0558,Laura Padilla,Automotive Parts,20514.08,9999,193,45981.3,Second,EXTRA_DATA
PRO0559,Adam Craig,Textiles,41602.21,257,123,38624.28,Evidence,EXTRA_DATA
PRO0560,Angela Martinez,ELECTRONICS,32852.03,197,244,6689.03,Card,EXTRA_DATA
PRO0561,Paula Nash,Electronics,5391.9,241,194,29121.49,Pm,EXTRA_DATA
PRO0562,Gail Ramos,Food,11480.22,232,174,46108.35,Write,EXTRA_DATA
PRO0563,Felicia Navarro,Automotive Parts,28214.98,258,204,19970.44,Share,EXTRA_DATA
PRO0564,Ashley Smith,Automotive Parts,1693.55,158,70,19004.53,Process,EXTRA_DATA
PRO0565,Jennifer Young,Automotive Parts,38154.24,102,45,28957.76,Base,EXTRA_DATA
PRO0566,Vickie Hall,Chemicals,20941.84,165,185,47215.61,Receive,EXTRA_DATA
PRO0567,Anthony Burns,Automotive Parts,6871.39,245,20,10084.19,Guess,EXTRA_DATA
PRO0568,Courtney Patterson,Automotive Parts,15820.7,221,118,46587.98,Three,EXTRA_DATA
PRO0569,Travis Marquez,Chemicals,37708.86,199,187,31506.31,Your,EXTRA_DATA
PRO0570,Tony Reynolds,ELECTRONICS,43337.47,230,108,1926.2,Tax,EXTRA_DATA
PRO0571,  Amy Marshall  ,Textiles,47024.02,162,0,47482.77,Big,EXTRA_DATA
PRO0572,Amy Henderson,Textiles,16683.5,252,-1,18324.18,View,EXTRA_DATA
PRO0573,David Gallagher,Textiles,20539.86,116,49,13675.4,Television,EXTRA_DATA
PRO0574,Kiara Ward,Automotive Parts,39972.05,112,46,Twenty Five Thousand,Consumer,EXTRA_DATA
PRO0575,Gary Fitzgerald,Automotive Parts,36368.06,65,64,35426.13,Safe,EXTRA_DATA
PRO0576,Richard Webster,Textiles,13418.69,220,249,48337.34,West,EXTRA_DATA
PRO0577,Michelle Richardson,Automotive Parts,41343.71,103,121,25210.86,Star,EXTRA_DATA
PRO0578,Karen Lopez,Textiles,26431.69,-1,229,Twenty Five Thousand,Return,EXTRA_DATA
PRO0579,Jessica Horn,Food,27669.51,286,255,11290.38,Century,EXTRA_DATA
PRO0580,Ricardo Schwartz,Electronics,49763.64,182,-1,,Property,EXTRA_DATA
PRO0581,Amanda Weaver,Textiles,30388.71,159,225,2607.82,Network,EXTRA_DATA
PRO0582,Stephen Miller,Food,12106.98,-1,24,39411.32,Part,EXTRA_DATA
PRO0583,  Gabrielle Hardy  ,Food,33339.48,253,200,3252.67,Get,EXTRA_DATA
PRO0584,Dennis Christensen,AUTOMOTIVE PARTS,31701.92,210,3,Twenty Five Thousand,Seven,EXTRA_DATA
