ClaimID|PolicyID|ClaimDate|ClaimAmount|ApprovedAmount|Status|Reason
CLA0360|POL0019|12/02/2022|34361.12|Theft|Customer|Theft
CLA0405|POL0005|31/05/2022|17069.55||Different|Theft
CLA0406|POL0006|05-09-2023|39841.36|Death|Red|Death
CLA0407|POL0018|13/06/2023|10970.3|Property Damage|Idea|Accident
CLA0408|POL0018|2023-08-02|41240.82|Property Damage|People|Death
CLA0409|POL0015|01-10-2024|Ten Thousand|Illness|Involve|Theft
CLA0410|POL0007|22-06-2024|26845.8|Theft|Community|Property Damage
CLA0411|POL0006|04/15/2023|30047.2|Theft|Which|Illness
CLA0412|POL0003|02/01/2024||Death|Find|Theft
CLA0413|POL0014|2024-12-22|41473.15|Death|Pick|Illness
CLA0414|POL0004|2022-09-29|29716.03|Property Damage|Role|Theft
CLA0415|POL0003|2023-11-02|2010.85|Theft|Start|Accident
CLA0416|POL0011|12/27/2022|11513.43|Death|Ago|Property Damage
CLA0417|POL0004|04/12/2024|22707.26|Illness|Instead|Illness
CLA0418|POL0017|06/10/2022|39144.57|Accident|Say|Illness
CLA0419|POL0008|2023-10-16||Illness|Evening|Property Damage
CLA0420|POL0001|2022-08-07|13825.9||His|Property Damage
CLA0421|POL0007|08/27/2022|24176.17|Death|Road|Illness
CLA0422|POL0013|12/03/2024|48056.69||Agency|Property Damage
CLA0423|POL0020|08/08/2022|17650.88|Theft|Write|Theft
CLA0424|POL0013|2023-08-17|33258.57|Accident|Buy|Accident
CLA0425|POL0011|09/03/2022|14788.83||Thank|Property Damage
CLA0426|POL0008|09-06-2023|28820.63|Death|Shake|Death
CLA0427|POL0012|05-04-2024|30491.26|Death|Door|Death
CLA0428|POL0016|05/10/2024|15997.12|Accident|Opportunity|Illness
CLA0429|POL0009|2023-02-24|Five Hundred|Property Damage|Spend|Illness
CLA0430|POL0016|06/28/2023|29902.34|Illness|Mention|Death
CLA0431|POL0003|06/25/2024|39219.04|Accident|Necessary|Illness
CLA0432|POL0009|28/02/2024|35397.15|Property Damage|Alone|Property Damage
CLA0433|POL0019|11/27/2022|35196.79|Accident|Walk|Illness
CLA0434|POL0020|08/17/2023|22910.83|Accident|Military|Illness
CLA0435|POL0005|2024-11-21|40349.66||Attack|Property Damage
CLA0436|POL0017|2024-08-17|40068.68|Death|Former|Theft
CLA0437|POL0015|30/07/2023|42097.35|Death|Apply|Death
CLA0438|POL0007|2022-07-28|48642.64|Theft|Professional|Illness
CLA0439|POL0008|2024-12-11||Illness|Compare|Accident
CLA0440|POL0012|2024-04-23|17874.01|Accident|Analysis|Death
CLA0441|POL0005|2022-01-29|20171.16|Accident|Media|Death
CLA0442|POL0015|10-11-2023|32362.6|Death|Member|Property Damage
CLA0443|POL0010|13-03-2022|45444.03|Illness|Single|Death
CLA0444|POL0009|01/07/2023|1412.57|Illness|Even|Property Damage
CLA0445|POL0004|04/19/2023|19231.4||Feeling|Property Damage
CLA0446|POL0013|11/17/2022|15706.47|Accident|Community|Accident
CLA0447|POL0020|2024-06-05|47065.17|Death|Sell|Illness
CLA0448|POL0019|12/17/2023|12502.32|Property Damage|Prepare|Accident
CLA0449|POL0004|24/12/2022|Five Hundred|Accident|Unit|Illness
CLA0450|POL0011|03/04/2024|24916.7||Beautiful|Death
CLA0451|POL0002|01/14/2023|32528.4|Illness|Walk|Death
CLA0452|POL0017|03-02-2022|44773.69|Accident|Father|Theft
CLA0453|POL0018|05/03/2024|0|Accident|Age|Illness
CLA0454|POL0004|05-07-2022|23097.71|Theft|And|Accident
CLA0455|POL0016|09/12/2022|7505.95|Accident|Thing|Accident
CLA0456|POL0008|2023-10-05|3873.73|Illness|Kind|Accident
CLA0457|POL0012|2022-04-22|-3484.21|Theft|Value|Death
CLA0458|POL0004|10/21/2022|2394.61|Theft|None|Death
INVALID_26|POL0020|06/22/2024|18669.59|Death|Gas|Accident
CLA0460|POL0009|2024-02-13|27286.43|Theft|Key|Death
CLA0461|POL0005|01/07/2023|31981.44|Death|Fact|Property Damage
CLA0462|POL0005|08/04/2023|24762.26||Wall|Death
CLA0463|POL0019|04-01-2024|33970.73|Accident|Total|death
CLA0464|POL0014|06-08-2024|24097.91|Death|Feel|Illness
CLA0465|POL0011|22-06-2022|17388.78|Death|Population|Illness
CLA0466|POL0016|2024-04-04|-3018.74|Illness|Culture|Property Damage
CLA0467|POL0002|02-11-2024|1329.81|Illness|Coach|Property Damage
CLA0468|POL0018|2022-01-10|18006.01|Death|Animal|Illness
CLA0469|POL0014|07/31/2022|8802.72|Death|Seem|Property Damage
CLA0470|POL0011|12/18/2024|13198.42||Firm|Death
CLA0471|POL0001|10/15/2022|10582.72|Property Damage|Its|Theft
CLA0472|POL0001|2022-05-29|37267.23|Property Damage|Population|Death
CLA0473|POL0017|27-03-2024|48562.58|Theft|Wide|Illness
CLA0474|POL0017|2023-12-20|19941.28|Theft|Degree|Illness
CLA0475|POL0002|01/27/2023|19101.91|Illness|Be|Theft
CLA0476|POL0015|2022-08-29|14219.21|Accident|Floor|illness
CLA0477|POL0015|05/05/2024|39520.59|Illness|Method|Death
CLA0164|POL0001|01-05-2024|44770.84|Property Damage|Approach|Property Damage
CLA0479|POL0008|08/13/2024|5306.24|Theft|Ok|Property Damage
CLA0218|POL0004|2023-08-04|5080.89|Death|For|Theft
CLA0481|POL0015|22-03-2024|15615.54|Death|Though|Property Damage
CLA0482|POL0005|29/03/2022|40969.05|Accident|Police|Theft
CLA0292|POL0015|14-03-2024|6306.94|Illness|Learn|Theft
CLA0484|POL0017|08/28/2023|48684.14|Theft|War|Property Damage
CLA0485|POL0008|2022-11-26|23559.7||Marriage|Death
CLA0486|POL0001|09-03-2024||Illness|Give|illness
CLA0487|POL0010|2022-07-24|39893.24|Property Damage|Strategy|PROPERTY DAMAGE
CLA0488|POL0006|23-11-2022|41857.83|Theft|Decide|Accident
CLA0489|POL0013|08/14/2023|22885.94|Death|Trip|Theft
CLA0490|POL0009|03/22/2022|2772.81|Accident|Fire|Theft
CLA0491|POL0017|2024-08-09|30171.76|Accident|Bank|Illness
CLA0492|POL0005|02/05/2022|19794.55|Theft|Every|Property Damage
CLA0493|POL0011|01/11/2024|41776.02|Death|Professor|Theft
CLA0494|POL0005|03/05/2022|26343.41|Accident|Size|Theft
CLA0495|POL0013|09/01/2024|13239.65||She|Theft
CLA0496|POL0020|08/17/2022|48828.9|Accident|Husband|Accident
CLA0497|POL0007|2023-04-24|6280.43|Theft|Including|Accident
CLA0498|POL0008|2024-11-24|34308.17|Theft|Almost|Property Damage
CLA0499|POL0012|07/05/2024|9817.08||Their|Theft
CLA0500|POL0006|2024-10-01|16744.27||Stay|Death
CLA0501|POL0001|18/05/2023|7819.85|Property Damage|Project|Illness
CLA0502|POL0003|2024-11-25|37338.86||Know|Property Damage
CLA0503|POL0006|2023-07-22|46443.8|Property Damage|Raise|Accident
CLA0504|POL0011|13-05-2024|27594.96|Illness|Question|Theft
CLA0505|POL0017|2024-04-15|28908.13||Measure|Theft
CLA0506|POL0019|2023-06-04|6577.64|Accident|Something|Death
CLA0507|POL0019|05-03-2022|27403.95|Theft|Tell|Death
CLA0508|POL0007|19-08-2024|29139.9||Table|Theft
CLA0509|POL0003|01/31/2022|16404.61||Take|Death
CLA0510|POL0002|10-06-2022|17620.76|Theft|Mr|Accident
CLA0511|POL0001|2022-05-12|5700.51|Death|Daughter|Theft
CLA0512|POL0014|2023-10-03|47299.55|Death|Back|Illness
CLA0513|POL0004|12/23/2022|17181.28||Avoid|Property Damage
INVALID_26|POL0011|06-08-2024|48767.15|Theft|White|Theft
CLA0515|POL0019|17/06/2022|0|Theft|Industry|Property Damage
INVALID_92|POL0007|17-10-2023|29527.27|Theft|Process|Accident
CLA0517|POL0011|12/23/2024|25473.92|Theft|Plan|Death
CLA0518|POL0017|2024-04-18|Ten Thousand|Theft|Nature|Illness
CLA0519|POL0016|2022-07-10|15245.24||Likely|Property Damage
CLA0520|POL0001|03/15/2022|37259.15|Theft|Vote|Death
CLA0521|POL0002|27-08-2024|17708.71|Property Damage|Raise|Theft
CLA0522|POL0002|22/03/2024|19393.41|Illness|Sea|Death
CLA0523|POL0010|09/14/2022|28835.61||Medical|Theft
CLA0052|POL0017|11/04/2024|18332.12|Accident|Feel|Accident
CLA0525|POL0016|07/20/2022|32655.54||Necessary|Illness
CLA0340|POL0018|03/01/2023|34446.32|Property Damage|Among|Theft
CLA0527|POL0015|22-04-2024|39163.58|Theft|Direction|Theft
CLA0528|POL0018|07/09/2022|43205.12|Property Damage|Set|Death
CLA0529|POL0004|01/19/2023|19707.95|Property Damage|Reason|Accident
INVALID_98|POL0020|17-03-2023|41439.82|Death|Left|Property Damage
CLA0531|POL0015|01/03/2022|Twenty Five Thousand|Accident|Or|DEATH
CLA0532|POL0014|2022-07-09|36370.48|Illness|Rather|Death
CLA0533|POL0008|2022-02-14|46070.94|Accident|Sea|Accident
CLA0534|POL0011|11/06/2023|14323.37|Theft|Hotel|Theft
CLA0535|POL0014|06/15/2023|43593.4|Accident|Project|Theft
CLA0536|POL0013|2022-12-25|2254.09|Theft|Professor|Death
CLA0537|POL0004|2022-01-27|41474.34|Illness|Democratic|Property Damage
CLA0538|POL0016|07/05/2022|14867.59|Accident|Purpose|Property Damage
INVALID_36|POL0013|2023-04-10|-145.52|Death|Family|Theft
CLA0540|POL0005|04/30/2024|Twenty Five Thousand|Accident|Practice|Property Damage
CLA0541|POL0005|2024-01-18|44233.58|Accident|Beautiful|Property Damage
CLA0542|POL0013|04-05-2024|25883.8|Property Damage|Level|Theft
CLA0543|POL0019|20/07/2023|28666.9||Discussion|Accident
CLA0544|POL0004|12/28/2023|31525.69|Illness|Deal|Illness
CLA0533|POL0012|26-12-2022|24051.7|Property Damage|Network|Theft
CLA0546|POL0010|2024-12-26|5163.79|Property Damage|Consumer|Illness
CLA0547|POL0006|08/13/2023|31483.46|Property Damage|House|Accident
CLA0548|POL0008|07-12-2022|27603.79|Death|Possible|Theft
CLA0549|POL0020|2023-01-27|28092.66|Death|Describe|Theft
INVALID_45|POL0019|03/09/2023|2222.8|Death|Trip|Accident
CLA0551|POL0020|13/03/2023|36373.2|Illness|Baby|Death
CLA0552|POL0006|06/08/2022|29400.54|Property Damage|Successful|Illness
CLA0553|POL0016|2022-05-26|18909.51|Property Damage|Both|Death
CLA0554|POL0006|02/10/2023|19998.69|Illness|Draw|Theft
CLA0555|POL0020|01/01/2022|48408.15|Property Damage|Fact|Death
CLA0556|POL0019|04/07/2023||Theft|None|Accident
CLA0557|POL0013|09/25/2024|42277.78|Illness|Increase|Illness
CLA0558|POL0012|03/22/2024|37669.28|Illness|Government|Accident
CLA0559|POL0001|07/26/2022|33591.54|Illness|Yard|Accident
CLA0101|POL0012|2024-12-24|28723.29|Theft|Entire|Property Damage
CLA0561|POL0014|07-01-2022||Accident|First|Death
CLA0562|POL0016|15-09-2023|4591.97||Opportunity|Accident
CLA0563|POL0007|04/06/2024||Accident|Agent|accident
CLA0564|POL0010|15/05/2023|13472.57||Response|Death
CLA0565|POL0008|08/31/2024|18514.15|Death|Future|Death
CLA0566|POL0015|2022-09-02|24516.58||I|Property Damage
CLA0567|POL0009|08-07-2023|42363.26|Theft|Friend|Death
CLA0568|POL0011|2024-01-16|22238.35|Death|Large|Property Damage
CLA0569|POL0009|24/08/2023|3372.45|Theft|Soon|Death
CLA0570|POL0017|2024-07-18|40580.74|Illness|Green|Death
CLA0571|POL0014|06-06-2023|12321.07|Accident|Seat|Death
CLA0572|POL0014|08/05/2022|46629.61|Illness|Tell|Property Damage
CLA0573|POL0006|26-08-2022|7185.93|Property Damage|Official|Death
CLA0574|POL0008|2023-03-05|10172.28|Illness|Thought|Illness
CLA0575|POL0015|01/07/2023|36495.85|Illness|While|ILLNESS
CLA0085|POL0015|2024-02-21|3068.15|Death|Billion|Accident
CLA0577|POL0011|18-05-2022|6584.31|Illness|Candidate|Theft
CLA0578|POL0014|07-08-2023|29287.91|Illness|Note|Property Damage
CLA0579|POL0007|2022-09-01|35811.8|Death|Over|Theft
CLA0580|POL0018|10-09-2022|49322.38|Death|Type|Theft
CLA0581|POL0011|11-10-2022|10010.97|Property Damage|Recognize|Illness
CLA0582|POL0003|08/18/2023|48351.08|Property Damage|Field|property damage
CLA0583|POL0014|2022-02-16|20833.87||Can|Death
CLA0584|POL0007|2023-12-01|Five Hundred|Accident|Move|Death
CLA0585|POL0004|2023-12-04|16857.68|Theft|Whose|Theft
CLA0586|POL0006|01/07/2024|16938.77|Property Damage|Allow|Accident
CLA0587|POL0007|03/12/2024|49669.58|Accident|Energy|Theft
CLA0588|POL0012|03-07-2022|Twenty Five Thousand|Death|Specific|Death
CLA0589|POL0019|08/04/2023|0|Property Damage|Ability|Illness
CLA0590|POL0015|2023-03-25|2484.97|Death|Office|Illness
CLA0591|POL0007|22-08-2024|23370.77|Theft|Wife|Property Damage
CLA0592|POL0011|08/30/2024|43404.89||Onto|Illness
CLA0593|POL0002|31-10-2024|-1049.45|Accident|How|DEATH
CLA0594|POL0016|2022-08-08|4783.1|Accident|Kid|Accident
INVALID_36|POL0018|03-01-2023|41122.72||Administration|Death
CLA0596|POL0019|2023-01-04|23041.8|Theft|Federal|Death
CLA0597|POL0001|2024-04-04|44236.54||Trouble|Illness
CLA0598|POL0003|2022-10-20|46416.48|Theft|Situation|Illness
CLA0599|POL0010|08/05/2024|49225.75|Accident|I|Death
INVALID_95|POL0001|25-04-2023|25596.44|Theft|Meeting|Illness
CLA0601|POL0003|2023-04-02|33085.69|Theft|Poor|Property damage
CLA0602|POL0009|01/10/2023||Theft|Congress|Theft
CLA0603|POL0005|09/25/2022|29113.79|Illness|Everybody|Theft
CLA0604|POL0009|07/24/2023|2866.69||Expect|Property Damage
CLA0605|POL0003|2022-06-13|24579.99||International|Death
CLA0606|POL0017|26/05/2023|9465.45|Property Damage|Far|Property Damage
CLA0607|POL0018|2024-03-17|1582.3|Theft|Plant|Illness
CLA0608|POL0015|03/06/2024|9219.91|Accident|Cover|illness
CLA0609|POL0019|2023-06-01|35932.31|Property Damage|Candidate|Accident
CLA0610|POL0017|22-07-2022|6370.64|Illness|Vote|Death
CLA0611|POL0020|26/11/2023|47034.61|Accident|Describe|Property Damage
CLA0612|POL0020|23-09-2022|30306.19|Theft|Kind|Property Damage
CLA0613|POL0020|17-05-2023|Twenty Five Thousand|Theft|Sister|Theft
CLA0614|POL0005|2023-01-06|10943.64|Death|Stuff|Theft
CLA0615|POL0012|06-02-2022|40516.5|Property Damage|Cold|Illness
CLA0616|POL0003|31-05-2023|48489.88|Illness|Trip|Property Damage
CLA0617|POL0019|25/04/2022|48903.41|Accident|Many|Accident
CLA0618|POL0016|27/02/2023|47894.65|Property Damage|Every|Illness
CLA0208|POL0001|06-10-2023|48334.31|Illness|Use|Property Damage
CLA0620|POL0013|14-08-2022|38675.8|Theft|Home|Accident
CLA0621|POL0001|2024-08-13|32280.64|Accident|Southern|Theft
CLA0622|POL0009|12/02/2022|23744.49|Property Damage|Free|Illness
INVALID_65|POL0013|01/01/2022|8426.04|Property Damage|Better|Death
CLA0624|POL0016|2022-02-21|4974.46|Accident|Government|Theft
CLA0625|POL0012|17-12-2023|18784.23|Property Damage|Heart|Property Damage
CLA0626|POL0018|2023-08-31|Ten Thousand|Theft|Other|Death
CLA0627|POL0020|2024-05-26|18363.86|Death|Admit|Death
CLA0628|POL0018|06/27/2023|8250.17|Death|Too|Death
CLA0629|POL0006|2022-07-20|28449.5|Death|Prevent|Property Damage
CLA0630|POL0008|08/02/2023|39677.62|Illness|Imagine|Death
CLA0631|POL0007|05/26/2024|46208.45||Structure|Illness
CLA0632|POL0002|2023-03-21|Twenty Five Thousand|Death|Point|Theft
CLA0633|POL0016|18/04/2023|31381.1|Illness|Since|Illness
CLA0634|POL0011|14-03-2024|31109.88|Theft|Interest|Death
CLA0635|POL0012|2024-07-24|29957.43|Accident|Later|Theft
CLA0636|POL0004|2022-10-21|26514.32|Illness|During|Theft
INVALID_9|POL0018|2022-10-06|0|Theft|Suddenly|Death
CLA0638|POL0007|26/08/2024|17818.12|Theft|Tree|Death
CLA0639|POL0004|2023-05-05|25300.99|Accident|Institution|Accident
CLA0640|POL0005|18-10-2022|37940.99||Great|theft
CLA0641|POL0003|2023-02-20|8937.3|Illness|East|Property Damage
CLA0642|POL0008|28-08-2023|37154.07|Property Damage|Trip|Illness
CLA0643|POL0009|02/25/2024|14834.48|Death|Quality|Property Damage
CLA0644|POL0020|11/27/2023||Theft|They|Theft
CLA0645|POL0007|11/29/2024|33895.31|Illness|Throw|Death
CLA0646|POL0010|19/12/2024|13401.37|Illness|Themselves|Property Damage
CLA0647|POL0012|30/09/2024|41861.27|Death|Million|Theft
CLA0648|POL0010|25/05/2023|2571.58|Accident|Prevent|Illness
INVALID_68|POL0018|2024-09-24|37104.56|Theft|Gun|Accident
CLA0650|POL0001|06/21/2022|19621.61|Death|Myself|Property Damage
CLA0651|POL0008|07-09-2023|11618.57||Season|Death
CLA0652|POL0012|26-12-2022|29188.04|Theft|Letter|Theft
CLA0653|POL0017|18/01/2023|41129.64|Accident|Avoid|Death
CLA0654|POL0003|20/11/2024|14679.02|Illness|Maintain|Property Damage
CLA0655|POL0005|03/06/2024|46006.25|Property Damage|Relate|Accident
CLA0656|POL0006|22-05-2023|18702.98|Theft|Artist|Property Damage
CLA0657|POL0012|2023-01-20|20260.49|Property Damage|Some|Theft
CLA0658|POL0018|22/08/2023|14674.58|Property Damage|Receive|Death
CLA0204|POL0006|2023-04-21|2044.6|Accident|Right|Theft
CLA0660|POL0020|2024-04-26|47822.6|Illness|Take|Property Damage
CLA0661|POL0017|2023-07-21|48125.74||Politics|Property Damage
CLA0662|POL0015|30/01/2024|9872.86|Accident|Staff|Death
CLA0005|POL0013|09-02-2024|22644.52|Accident|Husband|Accident
CLA0664|POL0018|2023-01-31|6574.26|Death|Director|Property Damage
CLA0665|POL0013|23/06/2023|6162.39|Accident|You|Death
CLA0666|POL0018|09-10-2023|43516.04|Accident|Type|Accident
CLA0667|POL0019|09-10-2022|Five Hundred|Accident|Number|ILLNESS
CLA0668|POL0005|23-08-2023|47784.64|Theft|Every|DEATH
CLA0669|POL0011|07/07/2023|31131.49|Theft|Wrong|Theft
INVALID_15|POL0010|2022-07-29|16139.88|Accident|Subject|Death
CLA0671|POL0013|08/16/2024|6316.08|Illness|Base|Death
CLA0672|POL0003|03/26/2023|4585.68|Death|Factor|Property Damage
CLA0673|POL0015|12/13/2023|1190.56|Theft|Reflect|Theft
CLA0674|POL0001|06/06/2023|20177.8|Illness|Election|Illness
CLA0675|POL0012|29-06-2022|22018.19|Illness|Against|Theft
CLA0676|POL0007|11/10/2022|45155.76|Death|Word|death
CLA0677|POL0020|06/11/2024|-1001.05|Illness|Popular|Death
CLA0678|POL0011|20/07/2023|27267.26|Accident|Degree|Death
CLA0679|POL0013|01/11/2023|42219.18|Death|Still|Theft
CLA0680|POL9999|07/02/2022|26204.0|Illness|Modern|Property Damage
CLA0681|POL0013|2024-08-02|21982.99|Accident|Local|Illness
CLA0682|POL0005|12-11-2022|21062.0|Property Damage|Fight|Theft
CLA0683|POL0010|20/10/2024|44996.81|Accident|Either|Death
CLA0684|POL0008|2022-08-02|27300.52|Illness|Day|Death
CLA0685|POL0015|2022-10-12|1948.2|Illness|Offer|Theft
CLA0395|POL0010|29-08-2022|5781.37|Death|Professional|Property Damage
CLA0687|POL0002|26/10/2024|0|Property Damage|Ability|Death
CLA0688|POL0002|01/23/2023|23738.49|Death|Up|Illness
INVALID_35|POL0006|2023-10-14|19801.8|Illness|Make|Death
CLA0690|POL0020|04/30/2024|48318.2|Death|Into|Illness
CLA0691|POL0014|21/08/2023|14790.84|Theft|Exactly|Accident
CLA0692|POL9999|23-06-2023|24210.56|Property Damage|Couple|Accident
CLA0693|POL0001|23/10/2023|Ten Thousand|Illness|Look|Illness
CLA0694|POL0009|21-02-2023|9997.56|Theft|Perhaps|Death
CLA0695|POL0002|2023-09-18|49460.5|Theft|Red|Theft
CLA0696|POL0013|01-03-2024|16462.96|Illness|Themselves|Illness
CLA0697|POL0002|2024-01-07|10770.29|Illness|Congress|Accident
CLA0698|POL9999|2022-11-27|27505.14|Death|Hundred|Death
CLA0699|POL0009|22-10-2023|46600.56|Death|Former|Theft
CLA0700|POL0009|18/05/2022|20817.57|Theft|Close|Illness
CLA0701|POL9999|2024-12-26|44607.79||Former|Property Damage
CLA0702|POL0012|12/22/2022|14322.96||Common|Illness
CLA0703|POL0016|06/12/2022|1325.98|Property Damage|Executive|Illness
CLA0704|POL0010|11/16/2023|32165.03|Theft|Born|Death
CLA0705|POL0020|31-12-2022|27542.55|Property Damage|My|Property Damage
CLA0706|POL0016|09/09/2022|47076.99|Property Damage|Though|Illness
CLA0285|POL0007|2022-09-02|40931.28|Death|Various|Theft
CLA0708|POL0009|2022-05-27|21885.01|Illness|Result|property damage
CLA0709|POL0010|07/26/2023|0|Death|Wonder|Death
CLA0710|POL0005|11-09-2022|36427.63|Accident|What|Death
CLA0711|POL0009|21/02/2022|36298.66||Wind|Death
CLA0712|POL0018|23/11/2023|25948.6|Illness|Anything|Accident
CLA0713|POL0001|05/08/2024||Theft|Brother|Accident
CLA0714|POL0009|04/19/2024|37018.05|Theft|Heart|Property Damage
CLA0715|POL0009|01/31/2022|15076.77|Property Damage|Off|Death
CLA0716|POL0006|2024-07-05|41907.99|Theft|Begin|Theft
CLA0717|POL0002|11/25/2024|13229.55|Illness|Little|Theft
CLA0718|POL0005|03/04/2023|18534.86|Death|Every|DEATH
CLA0719|POL0014|06/01/2024|20009.34|Property Damage|Change|Accident
INVALID_34|POL0002|10/27/2023|45936.51|Accident|Foreign|Theft
CLA0721|POL0001|2022-10-12|22192.1|Theft|Never|Property Damage
CLA0722|POL0018|2024-09-12|14060.14|Accident|Front|Illness
CLA0723|POL0001|2022-04-16|49044.37|Property Damage|Soldier|ACCIDENT
CLA0724|POL9999|06/07/2023|21206.69|Accident|School|Property Damage
CLA0725|POL0020|22-08-2024|39294.86|Accident|Later|Theft
CLA0726|POL0007|04/08/2023|9883.79||Yet|Death
CLA0727|POL0006|07-08-2024|37046.6|Illness|Decision|Theft
CLA0728|POL0002|02/11/2022|48059.28|Death|Name|Theft
CLA0729|POL0011|10-06-2022|13750.14||Dinner|Accident
CLA0730|POL0002|19-02-2024|38643.4|Illness|Reduce|death
CLA0731|POL0008|02-08-2022|22892.95|Theft|These|Death
CLA0732|POL0011|19-01-2022|43439.61|Property Damage|As|Illness
CLA0733|POL0002|2022-04-23|42644.1|Property Damage|Give|Theft
CLA0734|POL0002|16/10/2024|11872.88|Death|Art|Death
CLA0735|POL0013|2022-11-26|27198.4|Accident|Face|Theft
CLA0736|POL0003|05/01/2024|6821.54||Else|Accident
CLA0737|POL0012|28/06/2024|45477.58|Illness|Magazine|Property Damage
CLA0738|POL0003|09-06-2024|8560.07|Accident|Piece|Property Damage
CLA0739|POL0005|2022-07-12|28186.11|Theft|Economic|Theft
CLA0740|POL0018|06/29/2024|31093.98|Accident|Fish|Theft
CLA0741|POL0001|30-05-2022|16856.59|Death|Hard|Death
CLA0742|POL0004|05/06/2022|41319.4|Theft|Class|Death
CLA0743|POL0019|27-12-2022|1738.18|Theft|Thing|Property Damage
CLA0744|POL0014|16-03-2023|43901.87||Small|Accident
CLA0745|POL0007|08-04-2022|21450.39||If|DEATH
CLA0746|POL0016|11/17/2022|32038.33|Property Damage|Operation|Theft
CLA0747|POL0010|27-02-2023|23219.32||Measure|death
CLA0275|POL0011|2022-01-24|28114.97|Illness|Book|Accident
CLA0346|POL0017|2023-04-28|44727.43|Theft|Hospital|Death
