PolicyID,CustomerID,PolicyType,PremiumAmount,StartDate,EndDate,Status
POL0379,CUS0020,health,25251.33,03-04-2022,04/07/2024,View
POL0380,CUS0015,Health,18002.53,03/12/2022,13/04/2024,Right
POL0381,CUS9999,LIFE,9907.17,19-01-2022,09/15/2024,Describe
POL0382,CUS0011,PROPERTY,13430.84,2024-10-15,2023-08-21,Mind
POL0383,CUS9999,Life,0,28-04-2024,07/06/2024,Political
POL0384,CUS0002,Motor,49212.33,06/16/2024,10/06/2024,Describe
POL0385,CUS0019,Motor,7163.53,2024-12-13,19/09/2022,Perform
INVALID_89,CUS0010,Property,16205.29,04-12-2023,2022-12-03,Out
POL0387,CUS0007,Property,26975.73,08/23/2024,09/13/2022,Find
POL0388,CUS0017,Motor,34652.8,2024-01-27,11/20/2024,Beyond
POL0174,CUS0006,Life,25445.44,2022-09-29,07/23/2022,Into
POL0390,CUS0005,Property,45548.43,2022-08-13,11-03-2022,Example
POL0150,CUS0008,health,33698.79,07/05/2022,01/12/2024,Build
POL0392,CUS0020,Motor,36855.72,2024-03-26,26/01/2022,Conference
POL0393,CUS0005,Life,14166.76,2022-08-28,2022-02-05,Century
POL0394,CUS0005,LIFE,46606.83,25-04-2023,10/05/2024,Mission
POL0395,CUS0019,Motor,32562.22,21-03-2023,06/06/2023,Throw
POL0396,CUS0012,Motor,4449.53,02/10/2024,2024-02-28,General
POL0397,CUS0016,Property,13764.14,06/12/2022,27-01-2023,Why
POL0188,CUS0011,Property,,11/12/2023,27-04-2023,Environment
POL0399,CUS0005,Life,37813.35,12/11/2023,18/11/2023,Others
POL0400,CUS0014,Health,33642.27,11-01-2024,01-01-2022,Someone
POL0401,CUS0006,Life,14322.52,2022-04-01,2023-11-30,Range
POL0402,CUS0003,Health,16655.96,2023-04-06,31-01-2022,Order
POL0403,CUS0007,Property,32631.07,01/28/2023,2024-12-13,Dream
POL0404,CUS0001,Property,Five Hundred,23-02-2022,31/03/2023,Where
POL0159,CUS0010,Life,13323.3,20-06-2022,2023-12-08,Physical
POL0406,CUS0004,property,0,05-08-2024,03/17/2023,Begin
POL0175,CUS0003,Motor,46726.48,18/03/2022,11/18/2022,Mr
POL0408,CUS0019,Property,34717.9,16-09-2022,2024-07-14,Floor
POL0043,CUS0003,Property,33511.95,2022-09-15,07/11/2023,Long
POL0410,CUS0003,Property,10645.88,09/22/2023,2023-09-21,Poor
POL0411,CUS0004,Health,29104.39,12-02-2023,07/15/2023,Newspaper
INVALID_89,CUS0014,Life,47887.97,09/08/2023,25/05/2024,Reach
POL0413,CUS0007,Life,20306.07,02/08/2023,11-08-2023,Impact
POL0414,CUS0010,Health,39132.46,12/28/2022,2022-07-10,Hit
POL0415,CUS0003,Health,41494.8,06/26/2023,25/10/2022,Offer
POL0416,CUS0012,Property,4451.66,2022-05-02,12-04-2022,History
POL0417,CUS0009,HEALTH,11685.7,08/24/2024,26/03/2024,Organization
POL0418,CUS0020,Health,10016.11,2022-08-27,03/24/2024,Notice
POL0419,CUS0003,PROPERTY,23392.42,05/03/2024,02/26/2023,Race
POL0420,CUS0005,Life,0,18-05-2023,2024-06-30,Yes
POL0421,CUS0020,Health,38622.88,03-03-2024,26-03-2024,Surface
POL0422,CUS0002,Life,23259.92,2022-08-08,02/14/2022,Military
POL0423,CUS0005,Property,44598.41,15/11/2024,08-11-2023,Capital
POL0424,CUS0012,Health,4925.46,2022-03-11,08/29/2023,Someone
POL0425,CUS0008,Life,15790.51,06/15/2023,23/04/2022,Where
POL0426,CUS0012,Life,17952.01,24-08-2022,25-08-2024,Decade
POL0427,CUS0007,Health,1378.02,23-05-2023,2023-11-22,Return
POL0428,CUS0013,Property,14409.23,2024-12-28,21/05/2024,Somebody
POL0429,CUS0008,Life,49032.55,31/01/2024,08/09/2023,Late
POL0430,CUS0006,MOTOR,31971.45,2024-08-03,10-09-2022,Fire
POL0431,CUS0010,Health,40342.67,05/23/2024,06/02/2024,Man
POL0432,CUS0011,Motor,3859.83,01/18/2024,11/23/2023,Money
POL0433,CUS0002,LIFE,40750.18,03/06/2023,2024-09-12,Who
POL0434,CUS0012,Property,42005.33,04/25/2024,2022-07-19,Couple
POL0037,CUS0011,Property,,11-03-2022,28-07-2024,Soldier
POL0436,CUS0004,Life,4204.76,2024-01-08,30/03/2024,Interest
POL0437,CUS0009,Motor,38939.95,28/09/2023,21/03/2024,Hotel
POL0438,CUS0012,Motor,17327.69,31-10-2023,2023-11-08,Later
POL0439,CUS0018,Motor,31945.97,09-07-2024,12/17/2024,House
POL0440,CUS9999,Motor,15705.39,06/13/2024,2023-12-16,Production
POL0441,CUS0007,Property,,01/06/2022,29-10-2022,This
POL0442,CUS0009,Life,38455.63,04/03/2023,11-04-2022,Federal
POL0443,CUS0004,Life,Twenty Five Thousand,10/26/2022,05/14/2022,Yeah
POL0444,CUS9999,Life,49302.34,20-08-2022,12/23/2023,Spend
POL0445,CUS0005,Life,23520.79,14/12/2022,12/11/2023,Former
INVALID_27,CUS0001,Health,19848.75,01/02/2022,08/07/2022,Something
POL0447,CUS0004,Life,39624.66,2024-05-23,25-11-2024,Difference
POL0448,CUS0008,Property,15580.9,13/03/2022,2022-01-17,Place
POL0209,CUS0016,health,8790.26,02/29/2024,10/07/2023,Collection
POL0019,CUS0015,Health,26411.7,2023-01-11,2024-11-24,Thing
POL0451,CUS0013,Life,34982.95,04/09/2022,17/04/2022,East
POL0452,CUS0009,health,47681.14,10/14/2024,09-04-2023,Responsibility
POL0453,CUS0009,Health,24733.91,2023-08-20,09/07/2023,Maintain
POL0454,CUS0014,Motor,3516.27,01/09/2024,04/19/2024,Act
POL0455,CUS0015,Property,39524.1,27/05/2022,05-03-2022,Skin
POL0456,CUS0003,Property,6544.47,07/01/2023,03/14/2022,Strong
POL0457,CUS0014,Property,33613.03,31-12-2022,2022-11-02,Issue
POL0458,CUS0015,MOTOR,16854.48,12-09-2023,2024-07-05,President
POL0459,CUS9999,Motor,0,2024-02-21,2022-01-08,City
POL0460,CUS0015,Life,36840.13,22-06-2023,2023-10-27,Fish
POL0461,CUS0014,Property,34673.5,2023-05-29,08-05-2022,Suggest
INVALID_91,CUS0017,Life,4689.43,13-11-2024,02/19/2022,Large
POL0463,CUS0004,Life,16832.51,04/06/2022,2024-09-20,With
POL0464,CUS0020,Health,1873.76,09/06/2023,04/19/2024,Industry
POL0465,CUS0013,Life,,12/20/2022,17/02/2024,Land
POL0466,CUS0019,Motor,25757.98,08/18/2024,09/25/2024,Author
POL0467,CUS0005,Property,19782.06,2022-06-20,01/01/2024,Along
POL0468,CUS0010,Life,28420.01,26/12/2024,03/09/2023,Product
POL0469,CUS0020,Property,33691.08,05/12/2023,17/03/2022,Century
POL0470,CUS0013,motor,21711.68,15-04-2023,2022-11-17,Center
POL0471,CUS0005,Property,31217.88,21/04/2022,2022-10-29,Why
POL0325,CUS0017,Health,6832.74,14/06/2023,2023-03-26,Early
POL0473,CUS0004,Property,25573.44,23/02/2024,2024-02-24,Situation
POL0474,CUS0019,Health,Ten Thousand,03/21/2024,30-03-2023,Sea
POL0475,CUS0004,Life,27500.23,21-06-2024,2023-06-11,Risk
POL0476,CUS0018,Motor,45805.89,2023-06-11,01/23/2022,Southern
POL0477,CUS0001,Life,46491.79,26-12-2024,2023-09-15,These
POL0478,CUS0015,Health,28233.98,12/21/2024,08/19/2022,Learn
POL0479,CUS0003,Life,48620.61,02/09/2024,11/03/2023,Look
POL0480,CUS0019,Life,Ten Thousand,10/02/2023,15/11/2024,According
POL0481,CUS0019,Property,15776.84,02/11/2023,02/08/2024,Operation
POL0482,CUS0016,Property,18987.89,10/06/2024,03/05/2023,Kid
POL0483,CUS0009,Health,27015.78,11-10-2022,2023-09-27,Result
POL0484,CUS0015,Life,42152.34,12/04/2022,2024-10-27,Seat
POL0485,CUS0011,Health,17833.72,27/04/2023,22/03/2023,Personal
POL0486,CUS0006,Health,28171.04,23-07-2024,03/23/2023,Us
POL0487,CUS0016,Motor,9708.28,2022-11-04,24-01-2023,Line
POL0488,CUS0004,Motor,5668.27,2024-12-02,16/02/2024,Stuff
POL0489,CUS0019,Motor,36001.8,2023-06-08,2023-04-24,Stuff
POL0490,CUS0003,Motor,46401.53,2022-12-09,05/08/2024,Return
POL0491,CUS0014,Health,5577.43,2024-10-31,02/17/2024,Head
POL0492,CUS0015,Motor,37731.93,12/31/2023,2022-05-08,Allow
POL0493,CUS0016,Health,32510.31,15/05/2024,05/05/2023,Simply
POL0494,CUS0011,Life,6974.36,19/07/2024,2024-05-26,Matter
POL0492,CUS0018,Motor,16161.29,01/08/2022,24/02/2023,Area
POL0496,CUS0016,Property,25079.99,17/05/2022,25/02/2023,Say
POL0497,CUS0016,Motor,11011.52,25/08/2023,15-07-2024,Avoid
POL0498,CUS0006,PROPERTY,43402.26,25/02/2024,26/02/2023,Partner
POL0499,CUS0006,Health,-1106.37,01/03/2024,2024-01-02,Begin
POL0500,CUS0001,motor,29364.09,05/10/2024,15-11-2022,Letter
POL0028,CUS0019,Property,41875.37,08/07/2022,26-04-2024,Hit
POL0502,CUS0001,Motor,25059.86,01-12-2022,29-08-2024,So
POL0503,CUS0008,Life,5980.57,04/07/2024,08/11/2023,Admit
POL0504,CUS0016,Property,22986.21,2022-02-18,06/08/2024,Serious
POL0505,CUS0015,property,12312.17,03-03-2023,09/21/2023,Price
POL0506,CUS0004,Health,37530.45,01/17/2022,2024-12-06,Rest
POL0507,CUS0016,Health,41694.55,04-01-2024,01-06-2022,For
POL0508,CUS0019,Motor,19260.91,2024-07-14,12-08-2023,Try
POL0509,CUS0004,Life,6049.55,08/16/2024,01/08/2022,Sell
POL0510,CUS0004,Motor,41869.96,2023-11-21,23-04-2022,Create
POL0511,CUS0019,Property,26334.15,11/15/2024,06/09/2024,Those
POL0512,CUS0013,Health,17024.49,24-03-2024,2022-09-30,Wonder
POL0513,CUS0020,Property,14352.78,30-08-2024,2023-08-03,Drive
POL0514,CUS0010,Motor,49736.14,2022-05-15,18-01-2023,Certain
POL0515,CUS0013,Motor,3362.71,2022-04-23,15/12/2023,Foot
POL0516,CUS0017,Property,21714.12,10/13/2024,02/16/2023,Fall
POL0517,CUS0009,Property,32434.01,06-10-2023,2022-05-27,Service
POL0518,CUS9999,Motor,33802.94,08/09/2024,03/16/2024,Describe
POL0519,CUS0001,Health,33936.48,2022-04-11,08/09/2022,Able
POL0520,CUS0016,Property,35749.28,06/01/2023,02/07/2022,Price
POL0521,CUS0011,Life,43795.99,18/12/2023,19-05-2024,Nature
POL0522,CUS0014,Motor,13908.22,2024-08-17,02/01/2023,Of
POL0523,CUS0012,MOTOR,33531.96,09/27/2023,2022-11-13,Parent
POL0524,CUS0008,Life,27816.35,2022-01-23,03/07/2024,Nothing
POL0525,CUS9999,Health,37718.33,04/02/2023,06/12/2023,Most
POL0526,CUS0019,Motor,30526.27,27/06/2023,2023-06-12,Capital
POL0527,CUS0010,Motor,37342.08,01/06/2023,03-03-2024,Yet
POL0528,CUS0016,Life,28753.53,2022-04-01,2022-04-10,Sound
POL0529,CUS0015,Property,30567.6,23/08/2024,30/04/2023,Happy
POL0530,CUS0013,Property,15975.21,06/07/2022,27-03-2022,Final
POL0531,CUS0008,Life,29793.07,01/01/2024,22/01/2023,Similar
POL0532,CUS0017,Motor,27431.88,21/05/2022,21/12/2023,Subject
POL0095,CUS0012,Property,46970.16,2024-04-04,19/07/2024,Action
POL0534,CUS0007,Life,38892.69,2022-12-30,07/02/2024,Perform
POL0535,CUS0016,Property,19829.19,10/26/2024,11/08/2024,Budget
POL0536,CUS0011,Property,44297.65,29-07-2022,29/09/2022,Develop
POL0537,CUS0020,Property,46252.01,2024-10-17,05/16/2023,Street
POL0538,CUS0010,Motor,2357.21,07/03/2024,12/22/2024,Manager
POL0233,CUS0017,Property,32170.42,09/07/2024,22/08/2022,Yeah
POL0540,CUS0015,Motor,16471.31,14-01-2023,08/12/2023,Know
POL0541,CUS0020,Life,26635.56,21/04/2023,03/05/2022,Bag
POL0542,CUS0011,Health,43408.19,08/17/2023,12/04/2023,Paper
POL0543,CUS0015,HEALTH,8648.02,2024-06-07,2023-05-18,How
POL0544,CUS0004,Motor,7621.72,2024-12-28,17-06-2022,Last
POL0545,CUS0016,Health,41119.31,02-09-2022,19-04-2023,Admit
POL0546,CUS0014,Health,Ten Thousand,11/03/2023,2022-04-10,Blue
POL0547,CUS0005,Life,13954.26,2024-11-18,2023-05-03,Candidate
POL0548,CUS0007,Property,48284.68,13/04/2022,07/16/2023,Try
POL0549,CUS0008,Motor,49910.59,15/01/2024,07/07/2023,Serve
POL0550,CUS0013,Property,38355.09,10/12/2023,19/08/2022,Herself
POL0551,CUS0010,Motor,24478.23,17-02-2023,03-09-2023,Affect
POL0552,CUS0011,Motor,20351.41,07/19/2024,31-12-2023,Shoulder
POL0553,CUS0020,Life,45558.72,07/24/2022,10/03/2023,Standard
POL0554,CUS9999,Life,2776.4,2022-05-25,10/05/2024,Major
POL0555,CUS0002,HEALTH,34354.15,2022-04-14,05/12/2022,Writer
POL0556,CUS0002,Property,5946.07,31/03/2023,2022-06-08,Mission
POL0557,CUS0013,Health,0,2022-04-22,2023-08-21,On
POL0558,CUS0013,Health,36717.82,21/04/2022,15-06-2023,Pressure
POL0559,CUS0011,Property,43999.62,19-03-2023,07/07/2023,Arm
POL0560,CUS0005,Health,21047.77,11-03-2023,2024-06-18,Cover
POL0561,CUS0007,Health,39325.12,01-02-2023,10/31/2023,Wish
POL0562,CUS0007,Health,5495.29,10/20/2023,04/27/2024,If
POL0563,CUS0003,Health,39682.51,31-01-2024,03-05-2024,Let
POL0119,CUS0003,Health,27004.51,2023-08-04,12/02/2024,Trouble
POL0565,CUS0012,Health,35888.54,2022-06-28,19-06-2023,By
POL0566,CUS0009,motor,0,2023-06-22,28/12/2022,Outside
POL0567,CUS0009,Motor,49410.97,2024-08-24,19/01/2024,Growth
POL0568,CUS0005,Life,14491.79,12/04/2023,06/21/2022,Realize
POL0569,CUS0001,Health,43809.9,2022-11-04,2024-10-19,Sure
INVALID_34,CUS0018,Property,40048.95,08/21/2022,01/05/2022,Theory
POL0571,CUS0015,Property,5958.19,11-02-2022,22-04-2023,World
POL0572,CUS0018,health,46711.42,10/10/2024,2022-01-15,American
POL0573,CUS0012,Property,Twenty Five Thousand,24-02-2022,2022-11-28,Voice
POL0574,CUS0002,Property,Five Hundred,31/07/2022,04/03/2022,Stay
POL0575,CUS0007,Property,17365.21,04/04/2024,10-05-2024,West
POL0576,CUS0007,Motor,29814.32,2023-12-21,28-04-2022,Each
POL0577,CUS0005,Property,9329.02,30-04-2022,10/10/2024,Soon
POL0578,CUS0014,Health,,07/17/2022,19-02-2023,Card
POL0579,CUS9999,Motor,,03/07/2022,20-03-2022,Certainly
POL0580,CUS0019,Property,17392.04,06/09/2024,04/05/2024,Ask
POL0581,CUS0012,Property,7667.15,08-12-2024,2024-10-23,Lawyer
POL0582,CUS0013,Health,48204.06,24-03-2023,09/29/2024,Need
POL0583,CUS0006,Property,42189.9,12/05/2022,2023-10-22,Bit
POL0584,CUS0001,Health,39326.87,2022-11-27,14-04-2023,Term
POL0585,CUS0007,Health,-4476.43,2024-12-08,11/02/2024,Author
POL0586,CUS0004,Property,8770.39,2022-09-20,04/01/2023,Face
POL0587,CUS0009,Motor,37837.85,14-04-2023,2022-11-20,We
POL0588,CUS0019,Property,17879.84,2023-06-25,03-11-2024,Mouth
POL0589,CUS0004,Property,28311.46,09/09/2024,13/07/2024,Board
POL0590,CUS0005,Health,48714.21,28-05-2024,06/23/2022,Fight
POL0591,CUS0012,Life,26503.57,08/25/2023,2022-10-12,Difference
POL0592,CUS0006,Motor,39263.91,10/11/2022,28-10-2023,Authority
POL0593,CUS0007,life,11779.14,2024-07-10,08/04/2024,Road
POL0594,CUS0015,Property,27762.67,2022-03-21,05/10/2024,Mouth
POL0595,CUS0017,Property,1293.16,19-12-2022,06-11-2023,Reach
POL0596,CUS0009,Motor,37417.35,09/05/2024,05/16/2023,Help
POL0597,CUS0011,Life,,09-08-2024,23-09-2022,Gas
POL0598,CUS0020,Property,34777.26,2022-05-29,2023-05-07,Age
POL0599,CUS0002,Health,,2023-12-20,07/22/2022,Today
POL0600,CUS0001,motor,29524.77,2024-11-25,01/04/2024,Take
POL0601,CUS0016,Motor,40034.26,2024-06-25,09-12-2023,Budget
POL0602,CUS9999,Health,7012.77,2024-03-25,09/26/2023,Cut
POL0603,CUS0003,Property,11418.56,03-10-2024,13/04/2022,Sport
POL0604,CUS0019,Property,Ten Thousand,20-08-2024,20/05/2024,Maybe
POL0605,CUS0010,Motor,33481.66,26/05/2022,2023-04-25,Really
POL0606,CUS0005,Health,21533.77,06/04/2024,2022-01-11,Bank
POL0607,CUS0006,Property,7510.28,18-12-2024,28/01/2023,Environmental
POL0608,CUS0020,Motor,6194.26,2022-12-20,04/05/2023,Nothing
POL0609,CUS0020,Life,13168.0,2024-12-25,09/24/2023,Man
POL0610,CUS0012,Property,4474.09,19-08-2023,05-02-2024,Rich
POL0611,CUS0016,Property,46279.49,2023-03-16,09/14/2022,More
POL0612,CUS0017,LIFE,37735.57,2023-01-08,25-12-2023,Series
POL0613,CUS0014,Property,15583.98,22/02/2024,2022-08-25,Speak
POL0614,CUS0004,Health,23537.24,2023-03-06,2022-09-04,Adult
POL0615,CUS0002,Motor,18774.81,2022-11-05,25/04/2022,Rise
POL0616,CUS0014,Property,25396.18,09/07/2024,11/09/2022,Easy
POL0617,CUS0004,health,3715.51,05/04/2022,02/01/2022,Notice
POL0618,CUS0018,Property,11610.44,01/02/2023,03-08-2023,Carry
POL0619,CUS0017,Property,18325.02,25-08-2022,31-08-2024,Name
POL0620,CUS0008,Health,2205.29,01/30/2023,16-08-2022,Husband
POL0080,CUS0006,Health,37863.12,29/01/2022,22-04-2022,Back
POL0622,CUS0016,Motor,35393.35,2022-01-29,21/08/2023,Drop
POL0623,CUS0001,Motor,41908.69,2023-05-12,2023-07-06,Back
POL0624,CUS0002,Health,13981.4,22-04-2023,03/10/2023,Say
POL0569,CUS0004,Life,4756.16,2024-09-16,01/11/2024,Film
POL0626,CUS0016,health,4545.23,2024-08-24,05/12/2022,Sign
POL0627,CUS0005,Motor,26036.91,2024-06-29,14/09/2023,Speak
POL0628,CUS0012,Health,5623.28,12/25/2024,06/15/2022,Message
POL0629,CUS0006,Motor,5276.15,12-11-2024,29/12/2023,Anything
POL0630,CUS0001,Health,21730.33,25/01/2022,07/01/2024,Upon
POL0631,CUS9999,Life,0,2024-03-15,14-07-2023,Management
POL0369,CUS0004,Motor,0,05/12/2022,15/01/2024,Experience
POL0094,CUS0013,Health,35059.6,24-03-2024,10/04/2024,At
POL0634,CUS0006,Health,14888.04,02/06/2023,11/29/2024,Especially
POL0635,CUS0006,Life,32665.32,10/08/2024,10-10-2024,Politics
POL0636,CUS0018,Health,38214.67,12-06-2024,05/10/2023,Term
POL0637,CUS0018,Motor,35993.62,10-02-2023,08/21/2022,Protect
POL0638,CUS0019,Motor,25851.68,11/25/2023,15-06-2023,Avoid
POL0639,CUS0014,Motor,25092.15,2023-01-05,11/29/2023,Maybe
POL0348,CUS0014,Property,28718.98,12/27/2022,06/05/2024,Speak
POL0641,CUS0003,Motor,9806.71,05/30/2023,01/01/2023,Design
POL0642,CUS0009,Property,46022.97,07/09/2022,2022-07-28,Vote
POL0643,CUS0014,Health,2994.97,2023-07-08,03/29/2024,Pass
POL0644,CUS0017,HEALTH,22962.68,2023-03-23,10/06/2022,Behavior
POL0645,CUS0010,Health,23012.01,2022-04-09,21/12/2024,Kid
POL0646,CUS0012,Property,1036.03,02/25/2024,2024-10-27,Sell
POL0647,CUS0002,Health,38194.51,02/14/2023,12-01-2023,Population
POL0526,CUS0012,Motor,5069.08,01/17/2023,2022-05-07,About
POL0649,CUS0015,Motor,-3768.38,24-03-2024,2022-12-02,Debate
POL0650,CUS0012,Motor,5159.81,2023-02-06,08/01/2023,Specific
POL0651,CUS0012,Health,4571.97,03/08/2024,28-08-2023,Current
POL0652,CUS0014,Property,45335.83,03/11/2023,22-10-2022,Great
POL0653,CUS0012,Motor,19490.51,18-06-2024,10/06/2024,Game
POL0654,CUS0013,Health,21771.3,02/07/2023,01/04/2023,Cell
POL0655,CUS0020,Property,24296.7,25-10-2024,20-05-2022,Though
POL0656,CUS0016,Health,41653.16,27/08/2024,08/16/2022,Manage
POL0657,CUS0008,Motor,39726.58,2024-08-15,27-06-2024,Talk
POL0658,CUS0007,Motor,1835.23,22-08-2023,2024-04-28,Cause
POL0659,CUS0019,Property,15509.8,27/06/2022,29/11/2022,Perhaps
POL0660,CUS0015,Health,-4024.25,27-07-2024,2022-06-21,Owner
INVALID_72,CUS0019,Life,38492.47,2023-12-14,11/26/2024,Itself
POL0662,CUS0004,Health,37114.5,2024-11-14,2023-11-12,Fund
POL0663,CUS0016,Property,39871.06,2023-10-09,20/03/2022,Save
POL0664,CUS0010,Motor,2224.47,20/02/2022,03-05-2024,Toward
POL0665,CUS0014,Life,10622.12,01-04-2023,08/14/2023,Market
POL0666,CUS0020,Property,10408.48,15-11-2024,05-02-2022,Chance
POL0667,CUS0018,Health,0,12/05/2024,09/03/2023,Your
POL0668,CUS0006,Life,9752.36,27/04/2023,25/07/2024,Member
POL0669,CUS0001,Life,15140.95,01-05-2024,08/18/2024,Sister
POL0670,CUS0012,Health,45463.43,25-10-2023,14-12-2022,Join
POL0671,CUS0009,Motor,2721.3,2024-01-17,05/15/2023,Safe
POL0672,CUS0016,Life,49158.02,09/06/2023,04/03/2024,Politics
POL0673,CUS0001,Health,37166.07,26/10/2023,19-11-2024,Scene
POL0674,CUS0014,Property,20778.79,01/28/2022,03-05-2022,Nature
POL0675,CUS0016,Life,41942.31,11/01/2022,2022-09-10,Must
POL0676,CUS0001,Life,29179.07,13-01-2023,07/28/2024,Interesting
POL0677,CUS0010,Property,28506.19,15-12-2024,2023-03-04,Control
POL0678,CUS0003,Health,23589.09,02/08/2022,12-10-2023,Floor
POL0679,CUS9999,Health,1390.82,07/08/2023,10/13/2024,Training
POL0680,CUS0010,Health,,20-12-2024,14-01-2024,Bit
POL0681,CUS0015,Life,41556.68,2022-09-22,10/01/2022,Travel
POL0682,CUS0015,Health,42755.06,07/08/2024,18-02-2022,Natural
POL0683,CUS0011,Life,0,20-01-2024,2024-06-02,Inside
POL0684,CUS0012,Health,37316.28,16/05/2022,11/03/2022,Travel
POL0685,CUS0006,Life,37392.93,27-04-2024,07/21/2022,Blue
POL0686,CUS0003,Motor,0,21/06/2024,03/02/2022,Page
POL0687,CUS0001,motor,11419.76,12-03-2022,03-09-2022,Case
POL0688,CUS0016,Motor,5798.65,15/01/2024,2023-01-04,Show
POL0689,CUS0001,Property,48746.14,07-09-2022,07-11-2024,Successful
POL0690,CUS0004,Health,16177.86,03-04-2022,02/08/2024,Order
POL0127,CUS0012,Motor,47371.13,05/06/2023,2023-03-19,Girl
POL0692,CUS0019,Health,11240.44,12/03/2024,17-06-2024,Our
POL0693,CUS0019,Life,42857.3,2022-11-18,09-07-2024,Wife
POL0694,CUS0004,Health,,19/02/2024,07-03-2024,Product
POL0695,CUS0017,Health,37518.87,14-04-2023,08/05/2024,Industry
POL0696,CUS0002,Life,32777.34,12/15/2024,05/30/2022,Without
POL0697,CUS0003,Health,21869.39,12/06/2024,01/04/2024,Record
POL0698,CUS0009,Life,44549.87,01/02/2022,14-12-2023,Field
POL0699,CUS0005,Health,31664.32,10-06-2024,2024-06-20,Energy
POL0700,CUS0017,Motor,13889.0,01/20/2023,29-09-2023,Knowledge
POL0701,CUS0005,Property,36721.88,2024-07-05,10/06/2023,Anything
POL0702,CUS0015,Motor,4725.62,26/09/2024,23/11/2024,Control
POL0703,CUS0018,Property,26634.32,25/01/2024,07/09/2023,Brother
POL0704,CUS0011,Motor,18118.26,23/09/2022,24-06-2022,Term
POL0705,CUS0017,Health,10321.26,05/05/2022,11/28/2023,Machine
POL0706,CUS0016,Motor,31881.9,11/16/2022,2022-12-31,Project
POL0707,CUS0018,Motor,43130.45,2023-08-07,2023-02-11,Worry
POL0708,CUS0017,Motor,22210.33,09/18/2024,2022-04-02,Brother
POL0709,CUS0013,Property,36960.9,01/16/2023,02-08-2024,Floor
POL0710,CUS0001,Life,30138.18,2023-09-10,11-03-2022,Detail
POL0711,CUS0009,Motor,28830.27,2024-11-26,17/02/2022,Left
POL0712,CUS0019,Life,30540.64,15/04/2024,2023-04-14,Reality
POL0713,CUS0001,Property,40911.67,03/10/2024,11-12-2024,Lead
POL0714,CUS0015,Motor,49228.32,25-05-2024,02/04/2023,Claim
POL0715,CUS0013,Motor,18964.51,07-04-2023,18/12/2022,Worry
POL0716,CUS0015,Life,47225.83,21/08/2023,13/12/2024,These
POL0717,CUS0020,Property,9710.83,30/07/2024,04-05-2022,Couple
POL0718,CUS0005,Motor,46874.76,17/03/2024,2024-08-08,Child
POL0719,CUS0004,Motor,6055.7,2022-04-07,10/21/2024,Their
POL0720,CUS0017,Health,9236.5,05/22/2024,09/26/2024,Area
POL0721,CUS0011,Motor,9359.79,15/05/2024,23/04/2023,Both
POL0722,CUS0019,Property,0,2024-01-30,09/02/2022,Ahead
POL0723,CUS0020,Life,18969.08,07/07/2024,03/13/2023,Tonight
POL0724,CUS0005,Property,38805.14,18-10-2023,30/09/2024,Be
POL0725,CUS0011,Health,38147.41,2022-04-09,19/05/2022,Attorney
POL0726,CUS0012,Health,42457.79,15-07-2022,24/03/2022,Director
POL0727,CUS0005,Motor,9269.29,2022-08-12,28/04/2023,Person
POL0728,CUS0015,Motor,38193.53,03/03/2023,07/11/2022,Program
POL0160,CUS0020,Health,19520.13,04/26/2023,2023-07-17,Why
POL0730,CUS0015,Health,33686.44,17/04/2024,2024-03-17,Country
POL0731,CUS0015,Motor,19705.86,03/27/2023,03/02/2022,Magazine
POL0732,CUS0010,Life,24186.25,28-06-2024,2022-12-02,Kid
POL0733,CUS0013,Life,13311.37,23-01-2024,2024-12-24,Me
POL0734,CUS0006,Motor,48290.44,2022-08-23,12/02/2023,In
POL0735,CUS0019,Life,16532.98,10-07-2024,28-12-2022,Lot
POL0736,CUS0013,Life,25111.42,07/03/2024,20-02-2022,Throughout
POL0737,CUS0015,Motor,12781.52,05/29/2024,09/08/2022,Recognize
POL0738,CUS0015,Life,43075.16,08-03-2022,11/05/2024,Whether
POL0739,CUS0005,Health,40710.43,01/11/2024,07/13/2022,Mrs
INVALID_78,CUS0004,Property,,07/22/2023,2024-09-15,Member
